,City,Country,Date,Latitude,Longitude,Temperature,Humidity,Wind speed,Cloudliness
751,Puerto Ayora,EC,1529374240,-0.74,-90.35,72.63,97,9.78,0
752,Coruripe,BR,1529374427,-10.12,-36.18,78.03,98,13.13,56
753,Avarua,CK,1529370000,-21.21,-159.78,75.2,60,9.17,40
754,Manicore,BR,1529374427,-5.81,-61.3,74.61,87,2.06,36
755,Alice Springs,AU,1529371800,-23.7,133.88,53.6,32,5.82,0
756,Wangqing,CN,1529374427,43.31,129.76,69.75,77,3.62,80
757,Ufa,RU,1529371800,54.73,55.95,57.2,76,8.95,0
758,Piacabucu,BR,1529374428,-10.41,-36.43,68.76,96,2.95,76
759,Ca Mau,VN,1529374428,9.18,105.15,83.88,94,10.67,80
760,Newport,US,1529372100,41.49,-71.31,73.4,100,11.41,90
761,Kondinskoye,RU,1529374428,59.65,67.41,52.65,100,4.74,92
762,Sangmelima,CM,1529374428,2.93,11.98,66.78,98,3.4,92
763,Derzhavinsk,KZ,1529374429,51.1,66.31,62.01,79,10.33,8
764,Pringsewu,ID,1529374429,-5.36,104.98,78.21,87,0.27,36
765,Gazli,UZ,1529374429,40.13,63.45,87.75,23,4.74,0
766,Tacoronte,ES,1529373600,28.48,-16.41,68.0,93,13.87,0
767,Umred,IN,1529374429,20.85,79.32,85.14,66,6.31,0
768,Bastrop,US,1529372100,32.78,-91.91,78.8,83,6.42,1
769,Miri,MY,1529370000,4.41,114.01,86.0,74,5.82,40
770,Claremore,US,1529372100,36.31,-95.62,89.6,69,3.36,1
771,Bubaque,GW,1529374430,11.28,-15.83,79.11,100,14.14,56
772,Beyneu,KZ,1529374343,45.32,55.19,72.9,32,4.41,0
773,Chapais,CA,1529372220,49.78,-74.86,50.0,71,16.11,90
774,Gazojak,TM,1529374430,41.19,61.4,79.56,32,13.13,48
775,Robe,ET,1529374430,7.12,40.01,47.52,89,3.4,24
776,Aitape,PG,1529374430,-3.15,142.36,83.16,93,5.53,20
777,Siparia,TT,1529370000,10.14,-61.51,77.0,94,14.99,40
778,Kingston,US,1529372100,41.99,-70.72,73.4,64,13.87,40
779,Kitaibaraki,JP,1529370000,36.84,140.74,69.8,100,3.36,75
780,Burnie,AU,1529374431,-41.05,145.91,52.65,100,11.01,24
781,Kaduqli,SD,1529374245,11.01,29.72,72.99,94,7.43,92
782,Fort Nelson,CA,1529370000,58.81,-122.69,84.2,30,10.29,75
783,Mangrol,IN,1529374432,25.33,76.51,89.19,53,8.21,0
784,Pueblo Nuevo,MX,1529374432,23.99,-106.96,82.53,74,2.95,36
785,Tasiilaq,GL,1529373000,65.61,-37.64,28.4,92,1.12,0
786,Boddam,GB,1529373000,57.47,-1.78,48.2,61,8.05,0
787,Lagoa,PT,1529371800,37.14,-8.45,66.2,93,9.17,0
788,Ikornnes,NO,1529373000,62.39,6.56,50.0,87,16.11,88
789,Mustasaari,FI,1529373000,63.17,21.67,55.4,82,11.41,92
790,Moron,MN,1529374433,47.38,110.32,68.94,48,9.44,0
791,Denia,ES,1529374433,38.84,0.11,68.13,97,2.06,0
792,Ust-Nera,RU,1529374269,64.57,143.24,59.76,52,2.62,44
793,Merauke,ID,1529374433,-8.49,140.4,83.7,79,16.04,76
794,Macusani,PE,1529374433,-14.07,-70.43,44.91,100,0.94,36
795,Promyshlennaya,RU,1529371800,54.92,85.64,71.6,68,2.24,0
796,Sulangan,PH,1529374434,11.14,123.72,85.59,100,1.5,32
797,Santa Cruz de la Palma,ES,1529371800,28.68,-17.76,69.8,64,10.29,76
798,Bilibino,RU,1529374434,68.06,166.44,61.11,40,4.52,36
799,Clyde River,CA,1529370000,70.47,-68.59,41.0,86,4.7,75
800,Vaasa,FI,1529373000,63.1,21.62,55.4,82,11.41,92
801,Machali,CL,1529374434,-34.18,-70.67,41.31,81,1.83,0
802,Umm Lajj,SA,1529374435,25.02,37.27,77.04,98,6.42,0
803,Othaya,KE,1529374435,-0.55,36.95,58.41,100,4.18,92
804,Bandundu,CD,1529374435,-3.32,17.38,73.44,78,9.22,24
805,Atmakur,IN,1529374435,15.88,78.59,82.53,64,9.78,76
806,Corowa,AU,1529373600,-36.0,146.39,53.6,66,8.05,0
807,Prince Rupert,CA,1529370000,54.32,-130.32,60.8,82,6.93,1
808,Mariental,NA,1529374435,-24.63,17.97,39.6,59,2.95,0
809,Kantang,TH,1529370000,7.42,99.52,78.8,94,3.29,40
810,Bani,DO,1529374436,18.28,-70.33,79.83,100,11.79,56
811,Hurricane,US,1529369760,37.18,-113.29,89.6,10,14.99,1
812,Oktyabrskoye,RU,1529374436,56.73,85.44,76.41,56,4.74,24
813,Kenai,US,1529369760,60.55,-151.26,62.6,55,4.7,90
814,Bentong,MY,1529370000,3.52,101.91,80.6,83,3.36,75
815,Mitsamiouli,KM,1529374437,-11.38,43.28,76.86,100,9.55,0
816,Oum Hadjer,TD,1529374437,13.3,19.7,74.16,82,11.79,44
817,Mandalgovi,MN,1529374437,45.76,106.27,67.86,50,4.63,8
818,Pudozh,RU,1529374437,61.81,36.54,62.91,79,8.99,80
819,Antofagasta,CL,1529373600,-23.65,-70.4,55.4,76,10.29,90
820,Mahajanga,MG,1529370000,-15.72,46.32,71.6,78,4.7,20
821,Lumeje,AO,1529374437,-11.56,20.78,49.86,73,3.96,0
822,Acari,PE,1529374438,-15.44,-74.62,53.01,82,1.83,12
823,Chalus,IR,1529370000,36.66,51.42,75.2,78,4.63,75
824,Kahului,US,1529369760,20.89,-156.47,84.2,62,14.99,20
825,Tete,MZ,1529374438,-16.16,33.59,58.68,93,2.84,0
826,Wanxian,CN,1529374438,30.8,108.39,71.01,100,3.06,92
827,Basoko,CD,1529374438,1.23,23.61,68.58,99,3.18,92
828,Jalu,LY,1529374438,29.03,21.55,68.4,63,7.2,0
829,Whitehorse,CA,1529370000,60.72,-135.06,73.4,31,13.87,75
830,Yuncheng,CN,1529374439,35.03,111.0,71.19,92,3.4,80
831,Otaru,JP,1529370180,43.18,140.99,68.0,68,23.04,20
832,Oranjemund,NA,1529374439,-28.55,16.43,59.13,98,5.97,68
833,Chernyshevskiy,RU,1529374440,63.01,112.47,67.23,55,3.96,56
834,Atasu,KZ,1529374440,48.68,71.64,63.63,54,7.54,0
835,Verkhoyansk,RU,1529374440,67.55,133.39,67.95,62,4.97,0
836,Pala,TD,1529374440,9.37,14.91,75.51,76,15.26,88
837,Ust-Maya,RU,1529374440,60.42,134.54,66.51,39,7.65,32
838,San Juan,AR,1529374440,-31.54,-68.53,33.39,75,0.83,0
839,East London,ZA,1529374441,-33.02,27.91,63.09,100,16.26,0
840,Edd,ER,1529374441,13.93,41.69,70.11,52,1.28,0
841,San Andres,CO,1529374441,8.22,-76.58,78.48,100,11.23,12
842,Vila Franca do Campo,PT,1529371800,37.72,-25.43,69.8,77,3.36,75
843,Ponta Delgada,PT,1529371800,37.73,-25.67,69.8,77,3.36,75
844,Palmer,US,1529369760,61.6,-149.11,62.6,45,21.92,75
845,Kamaishi,JP,1529370000,39.28,141.86,71.6,68,11.41,75
846,Richards Bay,ZA,1529374442,-28.77,32.06,54.36,100,4.07,0
847,Kichera,RU,1529374442,55.93,110.1,60.66,60,1.16,0
848,Kashi,CN,1529370000,39.45,75.98,77.0,29,4.63,20
849,Pedernales,DO,1529374442,18.04,-71.74,79.11,100,11.79,8
850,Peniche,PT,1529371800,39.36,-9.38,69.8,82,5.82,0
851,Uige,AO,1529374442,-7.61,15.06,57.15,88,2.62,48
852,Port Alfred,ZA,1529374443,-33.59,26.89,59.31,100,8.66,56
853,Filadelfia,PY,1529374443,-22.35,-60.04,56.25,91,4.63,0
854,Torbay,CA,1529370000,47.66,-52.73,42.8,93,17.22,90
855,Mbini,GQ,1529374443,1.58,9.62,72.81,100,7.2,92
856,Tadine,NC,1529374443,-21.55,167.88,72.63,100,2.84,68
857,Piney Green,US,1529373000,35.09,-78.48,86.0,83,6.76,1
858,Aykhal,RU,1529374311,65.95,111.51,68.58,62,5.53,0
859,Yuci,CN,1529371800,37.68,112.73,77.0,57,2.24,48
860,Manakara,MG,1529374444,-22.14,48.01,66.87,100,4.97,36
861,Padang,ID,1529374444,-0.92,100.36,80.46,100,1.72,12
862,Sarangani,PH,1529374444,5.4,125.46,82.35,100,8.88,88
863,Douglas,US,1529372100,31.51,-82.85,80.6,78,4.63,1
864,Mount Darwin,ZW,1529374445,-16.77,31.58,47.79,83,2.73,0
865,Iskateley,RU,1529374445,67.68,53.15,44.1,80,6.2,0
866,Pangai,TO,1529370000,-19.8,-174.35,78.8,69,9.17,40
867,Portobelo,PA,1529373600,9.55,-79.65,80.6,88,7.2,75
868,Yining,CN,1529374445,29.04,114.56,87.66,60,3.96,44
869,Aswan,EG,1529374445,24.09,32.9,83.52,36,8.99,0
870,Jacareacanga,BR,1529374370,-6.22,-57.76,74.88,89,3.06,48
871,Bonthe,SL,1529374446,7.53,-12.5,75.33,100,6.2,92
872,Henties Bay,NA,1529374446,-22.12,14.28,56.7,100,5.64,92
873,Sao Felix do Xingu,BR,1529374175,-6.64,-51.99,78.39,65,1.72,12
874,Sinnamary,GF,1529374446,5.38,-52.96,80.91,95,9.66,80
875,Cervo,ES,1529374446,43.67,-7.41,62.1,99,17.27,68
876,Bend,US,1529372100,44.06,-121.32,71.6,33,9.17,75
877,Gambela,ET,1529374446,8.25,34.59,62.73,97,3.18,92
878,Independencia,PY,1529374446,-25.72,-56.25,48.78,83,3.4,0
879,Yinchuan,CN,1529374447,38.48,106.21,72.9,52,10.56,24
880,Oxelosund,SE,1529373000,58.67,17.1,59.0,82,11.41,0
881,Aromashevo,RU,1529374447,56.86,68.64,55.44,94,4.74,88
882,Port Hardy,CA,1529370000,50.7,-127.42,73.4,53,11.41,40
883,Saint-Joseph,RE,1529371800,-21.37,55.62,68.0,45,9.17,0
884,Crossville,US,1529372100,35.95,-85.03,78.8,83,4.7,40
885,Butaritari,KI,1529374240,3.07,172.79,83.16,100,7.76,56
886,Yazoo City,US,1529372100,32.86,-90.41,75.2,100,5.97,1
887,Dunda,TZ,1529374448,-8.12,34.25,50.58,85,5.64,0
888,San Carlos de Bariloche,AR,1529373600,-41.13,-71.31,50.0,76,18.34,40
889,Hobart,AU,1529371800,-42.88,147.33,50.0,66,9.17,20
890,Kendari,ID,1529374336,-3.99,122.52,75.87,100,2.95,92
891,Alyangula,AU,1529374448,-13.85,136.42,79.11,84,18.5,0
892,Buala,SB,1529374449,-8.15,159.59,80.73,100,3.51,24
893,Auki,SB,1529374449,-8.77,160.7,79.38,100,3.29,56
